OrderID,OrderLineID,OrderDate,CustomerID,StoreID,ProductID,Quantity,UnitPrice,DiscountPct,ShipStateRaw,Channel
500011,3,2024-01-01,266,6227.0,1122,6,128.7,0.0,,Online
500011,4,2024-01-01,266,6227.0,1153,5,377.6,0.0,,In-Club
500012,1,2024-01-01,573,6212.0,1067,6,319.78,0.0,,In-Club
500012,2,2024-01-01,573,6212.0,1060,3,92.64,0.0,,In-Club
500012,3,2024-01-01,573,6212.0,1116,1,239.68,0.15,,In-Club
500013,1,2024-01-01,200,6233.0,1056,6,305.22,0.0,,Curbside
500014,1,2024-01-01,141,6213.0,1146,4,46.19,0.2,,In-Club
500014,2,2024-01-01,141,6213.0,1127,6,274.31,0.0,,Curbside
500014,3,2024-01-01,141,,1071,-3,136.38,0.0,,Online
500015,1,2024-01-01,173,6237.0,1116,4,239.68,0.1,,In-Club
500015,2,2024-01-01,173,6237.0,1116,4,239.68,0.0,,In-Club
500016,1,2024-01-01,205,6224.0,1023,3,95.17,0.1,OK,Online
500017,1,2024-01-01,255,6215.0,1139,3,197.16,0.0,,In-Club
500017,2,2024-01-01,255,6215.0,1084,1,276.36,0.0,,Online
500017,3,2024-01-01,255,6215.0,1123,3,356.01,0.0,,Curbside
500018,1,2024-01-01,502,6223.0,1054,2,37.38,0.15,,In-Club
500018,2,2024-01-01,502,6223.0,1137,6,77.45,0.2,ok,In-Club
500019,1,2024-01-02,39,6225.0,1139,5,197.16,0.0,,In-Club
500019,2,2024-01-02,39,6225.0,1023,1,95.17,0.0,,In-Club
500019,3,2024-01-02,39,6225.0,1054,3,37.38,0.0,,Online
500020,1,2024-01-02,309,6227.0,1147,6,216.17,0.0,,In-Club
500021,1,2024-01-02,108,6233.0,1147,1,216.17,0.0,,Online
500021,2,2024-01-02,108,6233.0,1092,3,284.69,0.1,,In-Club
500021,3,2024-01-02,108,6233.0,1108,2,78.9,0.0,,Curbside
500021,4,2024-01-02,108,6233.0,1076,3,24.01,0.0,,In-Club
500021,5,2024-01-02,108,6233.0,1053,5,164.61,0.0,,In-Club
500022,1,2024-01-02,104,6217.0,1055,4,176.93,0.2,,In-Club
500022,2,2024-01-02,104,6217.0,1109,2,240.46,0.15,,Online
500023,1,2024-01-02,437,6208.0,1116,1,239.68,0.0,,In-Club
500024,1,2024-01-02,449,6218.0,1119,3,255.14,0.1,,Curbside
500025,1,2024-01-02,279,6225.0,1119,4,255.14,0.0,,Online
500025,2,2024-01-02,279,6225.0,1023,1,95.17,0.2,,Curbside
500025,3,2024-01-02,279,6225.0,1084,4,276.36,0.1,,In-Club
500025,4,2024-01-02,279,6225.0,1015,3,47.38,0.0,,Online
500026,1,2024-01-02,134,6231.0,1089,1,327.01,0.15,,Online
500026,2,2024-01-02,134,6231.0,1073,1,25.37,0.1,,Online
500026,3,2024-01-02,134,6231.0,1134,5,335.07,0.0,,In-Club
500026,4,2024-01-02,134,6231.0,1056,6,305.22,0.1,,In-Club
500027,1,2024-01-02,355,6225.0,1023,5,95.17,0.15,ok,In-Club
500027,2,2024-01-02,355,6225.0,1024,4,209.69,0.15,,In-Club
500028,1,2024-01-02,247,6222.0,1116,1,239.68,0.0,,Online
500028,2,2024-01-02,247,6222.0,1104,1,309.72,0.0,,Curbside
500028,3,2024-01-02,247,6222.0,1023,4,95.17,0.0,,In-Club
500029,1,2024-01-03,414,6227.0,1022,5,176.46,0.0,,Curbside
500030,1,2024-01-03,312,6233.0,1153,2,377.6,0.0,,Online
500030,2,2024-01-03,312,6233.0,1062,2,166.42,0.1,,Online
500030,3,2024-01-03,312,6233.0,1060,6,92.64,0.0,,Online
500030,4,2024-01-03,312,6233.0,1122,2,128.7,0.0,,Online
500030,5,2024-01-03,312,6233.0,1147,5,216.17,0.0,,In-Club
500031,1,2024-01-03,144,6227.0,1153,3,377.6,0.0,,In-Club
500032,1,2024-01-03,469,6213.0,1116,1,239.68,0.1,,Online
500032,2,2024-01-03,469,6213.0,1064,1,242.76,0.1,,Curbside
500032,3,2024-01-03,469,,1021,-2,254.93,0.2,,Online
500033,1,2024-01-03,444,6238.0,1116,5,239.68,0.1,,In-Club
500033,2,2024-01-03,444,6238.0,1091,2,8.15,0.0,,In-Club
500033,3,2024-01-03,444,6238.0,1071,4,136.38,0.0,,In-Club
500033,4,2024-01-03,444,6238.0,1139,4,197.16,0.2,,In-Club
500034,1,2024-01-03,423,6233.0,1023,6,95.17,0.0,,Online
500034,2,2024-01-03,423,6233.0,1084,2,276.36,0.0,,In-Club
500034,3,2024-01-03,423,6233.0,1007,6,89.23,0.0,,In-Club
500035,1,2024-01-03,556,6221.0,1082,3,84.63,0.0,,Online
500036,1,2024-01-03,547,6219.0,1015,1,47.38,0.0,,Online
500036,2,2024-01-03,547,6219.0,1023,2,95.17,0.0,,Online
500036,3,2024-01-03,547,6219.0,1023,2,95.17,0.1,,Online
500036,4,2024-01-03,547,6219.0,1108,1,78.9,0.0,,Online
500037,1,2024-01-03,576,6215.0,1114,4,161.3,0.0,,In-Club
500037,2,2024-01-03,576,6215.0,1097,6,213.81,0.0,,Online
500037,3,2024-01-03,576,6215.0,1147,6,216.17,0.0, OK ,In-Club
500037,4,2024-01-03,576,6215.0,1062,4,166.42,0.1,,Online
500037,5,2024-01-03,576,6215.0,1049,5,14.33,0.0,,Curbside
500038,1,2024-01-03,302,6229.0,1128,6,54.4,0.0,,In-Club
500038,2,2024-01-03,302,6229.0,1040,1,295.92,0.0,,Online
500039,1,2024-01-03,262,6201.0,1147,4,216.17,0.1,,In-Club
500039,2,2024-01-03,262,6201.0,1007,1,89.23,0.1,,In-Club
500039,3,2024-01-03,262,6201.0,1147,5,216.17,0.0,,In-Club
500040,1,2024-01-03,189,6234.0,1015,5,47.38,0.0,,In-Club
500041,1,2024-01-03,219,6222.0,1136,3,134.49,0.0,,In-Club
500041,2,2024-01-03,219,6222.0,1086,5,194.49,0.1, OK ,In-Club
500041,3,2024-01-03,219,6222.0,1153,6,377.6,0.0,,Online
500042,1,2024-01-04,329,6225.0,1147,4,216.17,0.0, OK ,In-Club
500043,1,2024-01-04,521,6229.0,1086,1,194.49,0.0,,In-Club
500043,2,2024-01-04,521,6229.0,1108,1,78.9,0.0,,In-Club
500043,3,2024-01-04,521,6229.0,1112,1,64.34,0.0,,Online
500043,4,2024-01-04,521,6229.0,1081,1,84.15,0.0,,Online
500044,1,2024-01-04,446,6205.0,1108,1,78.9,0.0,,In-Club
500044,2,2024-01-04,446,6205.0,1098,3,23.57,0.0,,In-Club
500045,1,2024-01-04,398,6229.0,1138,4,294.05,0.0,,In-Club
500045,2,2024-01-04,398,6229.0,1015,6,47.38,0.0,,Online
500045,3,2024-01-04,398,6229.0,1049,1,14.33,0.0,,Online
500045,4,2024-01-04,398,6229.0,1147,5,216.17,0.0,,In-Club
500046,1,2024-01-04,32,6231.0,1134,5,335.07,0.0,,Online
500046,2,2024-01-04,32,6231.0,1081,3,84.15,0.2,,Curbside
500047,1,2024-01-05,383,6201.0,1029,5,81.79,0.0,,In-Club
500047,2,2024-01-05,383,6201.0,1082,5,84.63,0.15,,Curbside
500047,3,2024-01-05,383,6201.0,1057,3,28.45,0.0,,In-Club
500047,4,2024-01-05,383,6201.0,1097,2,213.81,0.0,,In-Club
500047,5,2024-01-05,383,6201.0,1016,5,183.69,0.15,,Curbside
500048,1,2024-01-05,473,6236.0,1147,3,216.17,0.0,,Online
500049,1,2024-01-05,339,6223.0,1153,6,377.6,0.0,,Curbside
500049,2,2024-01-05,339,6223.0,1112,3,64.34,0.0,,Online
500050,1,2024-01-05,157,6237.0,1089,3,327.01,0.1,,In-Club
500050,2,2024-01-05,157,6237.0,1053,2,164.61,0.1,,In-Club
500050,3,2024-01-05,157,6237.0,1122,6,128.7,0.1,,In-Club
500050,4,2024-01-05,157,6237.0,1112,3,64.34,0.0,,In-Club
500050,5,2024-01-05,157,6237.0,1024,3,209.69,0.15,,In-Club
500051,1,2024-01-05,79,6205.0,1139,5,197.16,0.0,,Online
500052,1,2024-01-05,218,6203.0,1123,3,356.01,0.0,,Online
500052,2,2024-01-05,218,6203.0,1147,3,216.17,0.0,,Curbside
500052,3,2024-01-05,218,6203.0,1112,2,64.34,0.0,,In-Club
500052,4,2024-01-05,218,6203.0,1104,6,309.72,0.0,,Online
500052,5,2024-01-05,218,6203.0,1071,5,136.38,0.0,,Online
500053,1,2024-01-05,150,6231.0,1146,1,46.19,0.0,,In-Club
500053,2,2024-01-05,150,6231.0,1127,1,274.31,0.0,,In-Club
500053,3,2024-01-05,150,6231.0,1015,4,47.38,0.15,,In-Club
500054,1,2024-01-05,534,6218.0,1015,5,47.38,0.0,,In-Club
500054,2,2024-01-05,534,6218.0,1064,6,242.76,0.15,,Curbside
500054,3,2024-01-05,534,6218.0,1122,2,128.7,0.0,,In-Club
500055,1,2024-01-05,494,6201.0,1153,2,377.6,0.0,,In-Club
500055,2,2024-01-05,494,6201.0,1024,2,209.69,0.0,,In-Club
500055,3,2024-01-05,494,6201.0,1103,2,215.68,0.0,,Online
500055,4,2024-01-05,494,6201.0,1064,4,242.76,0.0,,In-Club
500055,5,2024-01-05,494,6201.0,1147,1,216.17,0.0,,In-Club
500056,1,2024-01-05,587,6210.0,1125,2,263.83,0.0,,Online
500057,1,2024-01-05,578,6202.0,1125,1,263.83,0.0,,In-Club
500057,2,2024-01-05,578,6202.0,1082,2,84.63,0.1,,Online
500057,3,2024-01-05,578,6202.0,1069,2,434.3,0.0,,Online
500058,1,2024-01-05,465,6238.0,1049,2,14.33,0.0,Oklahoma,Online
500059,1,2024-01-06,99,6212.0,1078,5,212.49,0.0,,Online
500059,2,2024-01-06,99,6212.0,1023,1,95.17,0.0,,Online
500059,3,2024-01-06,99,6212.0,1147,6,216.17,0.0,,In-Club
500059,4,2024-01-06,99,6212.0,1103,5,215.68,0.0,,Online
500060,1,2024-01-06,359,6238.0,1040,1,295.92,0.0,,Curbside
500060,2,2024-01-06,359,6238.0,1109,1,240.46,0.0,,In-Club
500060,3,2024-01-06,359,,1104,6,309.72,0.1,,In-Club
500060,4,2024-01-06,359,6238.0,1057,4,28.45,0.0,,In-Club
500060,5,2024-01-06,359,6238.0,1023,2,95.17,0.0,,In-Club
500061,1,2024-01-06,579,6224.0,1109,3,240.46,0.2,,Online
500061,2,2024-01-06,579,6224.0,1086,5,194.49,0.0,,In-Club
500061,3,2024-01-06,579,6224.0,1116,3,239.68,0.0,,In-Club
500061,4,2024-01-06,579,6224.0,1086,6,194.49,0.0,,Curbside
500061,5,2024-01-06,579,6224.0,1127,1,274.31,0.0,,Online
500062,1,2024-01-06,54,6211.0,1090,6,404.71,0.0,,Curbside
500062,2,2024-01-06,54,6211.0,1092,4,284.69,0.0,,Online
500062,3,2024-01-06,54,6211.0,1132,6,71.7,0.0,,In-Club
500062,4,2024-01-06,54,6211.0,1064,6,242.76,0.2,,In-Club
500063,1,2024-01-06,507,6229.0,1023,2,95.17,0.15,,In-Club
500064,1,2024-01-06,523,6234.0,1015,5,47.38,0.0,,In-Club
500064,2,2024-01-06,523,6234.0,1116,2,239.68,0.0,,Online
500065,1,2024-01-06,416,6238.0,1104,5,309.72,0.0,,In-Club
500065,2,2024-01-06,416,6238.0,1112,6,64.34,0.1,,Curbside
500066,1,2024-01-06,284,6215.0,1037,2,287.39,0.0,ok,In-Club
500066,2,2024-01-06,284,6215.0,1023,1,95.17,0.0,,In-Club
500066,3,2024-01-06,284,6215.0,1007,5,89.23,0.2,,Online
500066,4,2024-01-06,284,6215.0,1056,6,305.22,0.0,,In-Club
500066,5,2024-01-06,284,6215.0,1100,3,63.5,0.2,,Online
500067,1,2024-01-06,29,6231.0,1064,3,242.76,0.0,,Online
500068,1,2024-01-06,236,,1071,3,136.38,0.0,,In-Club
500068,2,2024-01-06,236,6221.0,1139,1,197.16,0.0,,Online
500068,3,2024-01-06,236,6221.0,1056,2,305.22,0.0,,In-Club
500068,4,2024-01-06,236,6221.0,1084,6,276.36,0.0,,In-Club
500069,1,2024-01-06,248,6217.0,1119,2,255.14,0.0,,In-Club
500069,2,2024-01-06,248,6217.0,1064,1,242.76,0.0,,In-Club
500070,1,2024-01-06,7,6235.0,1104,4,309.72,0.0,,Curbside
500071,1,2024-01-06,589,6218.0,1127,2,274.31,0.2,,In-Club
500071,2,2024-01-06,589,6218.0,1147,5,216.17,0.0,,Curbside
500071,3,2024-01-06,589,6218.0,1024,1,209.69,0.0,,In-Club
500071,4,2024-01-06,589,6218.0,1145,1,197.42,0.0,,In-Club
500072,1,2024-01-06,216,6225.0,1084,1,276.36,0.0,,In-Club
500072,2,2024-01-06,216,6225.0,1044,2,227.56,0.0,,In-Club
500072,3,2024-01-06,216,6225.0,1082,4,84.63,0.0,,Curbside
500072,4,2024-01-06,216,6225.0,1153,3,377.6,0.0,,Online
500072,5,2024-01-06,216,6225.0,1084,1,276.36,0.1,,Curbside
500073,1,2024-01-06,201,6210.0,1055,4,176.93,0.1,,Curbside
500073,2,2024-01-06,201,6210.0,1108,6,78.9,0.0,,In-Club
500074,1,2024-01-06,576,6237.0,1041,4,302.17,0.0,,In-Club
500075,1,2024-01-06,99,6229.0,1015,3,47.38,0.0,,In-Club
500075,2,2024-01-06,99,6229.0,1023,1,95.17,0.0,,Online
500075,3,2024-01-06,99,6229.0,1023,5,95.17,0.0,,Online
500076,1,2024-01-06,364,6221.0,1024,4,209.69,0.1,,Online
500076,2,2024-01-06,364,6221.0,1023,4,95.17,0.0,,Online
500076,3,2024-01-06,364,6221.0,1108,3,78.9,0.0,,Curbside
500076,4,2024-01-06,364,6221.0,1029,1,81.79,0.0,,In-Club
500076,5,2024-01-06,364,6221.0,1056,3,305.22,0.0,,Online
500077,1,2024-01-06,372,6238.0,1137,4,77.45,0.0,ok,Online
500077,2,2024-01-06,372,6238.0,1082,6,84.63,0.1,,In-Club
500077,3,2024-01-06,372,6238.0,1109,1,240.46,0.15,,Online
500077,4,2024-01-06,372,6238.0,1024,5,209.69,0.1,,In-Club
500077,5,2024-01-06,372,6238.0,1033,6,157.68,0.15,,Online
500078,1,2024-01-07,454,6209.0,1049,5,14.33,0.1,,Curbside
500078,2,2024-01-07,454,6209.0,1025,3,176.15,0.15,,Curbside
500079,1,2024-01-07,562,6229.0,1023,6,95.17,0.0,,Online
500079,2,2024-01-07,562,6229.0,1023,5,95.17,0.0,,Curbside
500080,1,2024-01-07,494,6235.0,1082,1,84.63,0.0,,In-Club
500080,2,2024-01-07,494,6235.0,1036,1,79.9,0.0,,In-Club
500081,1,2024-01-07,548,6201.0,1060,4,92.64,0.0,,Online
500081,2,2024-01-07,548,6201.0,1084,1,276.36,0.0,,In-Club
500081,3,2024-01-07,548,6201.0,1112,2,64.34,0.0,,In-Club
500081,4,2024-01-07,548,6201.0,1015,3,47.38,0.0,,Online
500082,1,2024-01-07,279,6219.0,1119,3,255.14,0.0,,In-Club
500082,2,2024-01-07,279,6219.0,1108,6,78.9,0.0,,In-Club
500082,3,2024-01-07,279,6219.0,1017,3,161.23,0.0,,In-Club
500082,4,2024-01-07,279,6219.0,1132,1,71.7,0.0,,In-Club
500082,5,2024-01-07,279,6219.0,1142,1,164.28,0.0,,In-Club
500083,1,2024-01-08,511,6224.0,1121,6,386.65,0.1,,Curbside
500083,2,2024-01-08,511,6224.0,1116,1,239.68,0.0,,In-Club
500083,3,2024-01-08,511,6224.0,1029,3,81.79,0.1,,Online
500083,4,2024-01-08,511,6224.0,1037,2,287.39,0.0,,Curbside
500084,1,2024-01-08,204,6230.0,1060,5,92.64,0.0,,Curbside
500085,1,2024-01-08,331,6211.0,1082,6,84.63,0.15,,Online
500086,1,2024-01-08,204,6224.0,1104,6,309.72,0.0,,In-Club
500087,1,2024-01-09,172,6218.0,1114,1,161.3,0.0,,Online
500087,2,2024-01-09,172,6218.0,1015,6,47.38,0.0,,In-Club
500087,3,2024-01-09,172,6218.0,1043,2,69.64,0.0,,Curbside
500087,4,2024-01-09,172,6218.0,1112,6,64.34,0.0,,In-Club
500087,5,2024-01-09,172,6218.0,1137,1,77.45,0.0,,Online
500088,1,2024-01-09,356,6229.0,1084,1,276.36,0.0,,Curbside
500088,2,2024-01-09,356,6229.0,1089,4,327.01,0.1,,In-Club
500089,1,2024-01-09,581,6212.0,1023,3,95.17,0.0,,Online
500089,2,2024-01-09,581,6212.0,1076,5,24.01,0.0,,Online
500089,3,2024-01-09,581,,1089,-5,327.01,0.0,,In-Club
500089,4,2024-01-09,581,6212.0,1041,2,302.17,0.15,,Online
500089,5,2024-01-09,581,6212.0,1049,3,14.33,0.1,,In-Club
500090,1,2024-01-09,537,6232.0,1064,2,242.76,0.0,,In-Club
500090,2,2024-01-09,537,6232.0,1007,5,89.23,0.0,,In-Club
500090,3,2024-01-09,537,6232.0,1054,1,37.38,0.0,,Online
500090,4,2024-01-09,537,6232.0,1037,4,287.39,0.0,,In-Club
500090,5,2024-01-09,537,6232.0,1055,3,176.93,0.0,ok,Online
500091,1,2024-01-09,82,6230.0,1023,3,95.17,0.0,,In-Club
500092,1,2024-01-09,60,6218.0,1134,1,335.07,0.1,,In-Club
500092,2,2024-01-09,60,6218.0,1100,5,63.5,0.0,,In-Club
500092,3,2024-01-09,60,6218.0,1109,5,240.46,0.0,,Online
500092,4,2024-01-09,60,6218.0,1119,5,255.14,0.0,,In-Club
500092,5,2024-01-09,60,6218.0,1084,4,276.36,0.1,,Online
500093,1,2024-01-09,564,6226.0,1023,3,95.17,0.0,,Curbside
500093,2,2024-01-09,564,6226.0,1089,3,327.01,0.0,,In-Club
500093,3,2024-01-09,564,6226.0,1099,6,84.03,0.0,,Online
500093,4,2024-01-09,564,6226.0,1114,2,161.3,0.0,,In-Club
500093,5,2024-01-09,564,6226.0,1071,4,136.38,0.0,,Curbside
500094,1,2024-01-09,17,6234.0,1023,3,95.17,0.0,,In-Club
500094,2,2024-01-09,17,6234.0,1049,6,14.33,0.1,,Online
500095,1,2024-01-09,586,6210.0,1060,1,92.64,0.0,,Curbside
500096,1,2024-01-09,256,6215.0,1108,3,78.9,0.0,,Online
500096,2,2024-01-09,256,6215.0,1092,6,284.69,0.0,,Curbside
500096,3,2024-01-09,256,6215.0,1057,6,28.45,0.0,,In-Club
500097,1,2024-01-10,591,6225.0,1024,1,209.69,0.15,,In-Club
500098,1,2024-01-10,124,6215.0,1041,1,302.17,0.0,,In-Club
500098,2,2024-01-10,124,6215.0,1024,3,209.69,0.0,,In-Club
500098,3,2024-01-10,124,6215.0,1029,1,81.79,0.0,,Online
500098,4,2024-01-10,124,6215.0,1049,5,14.33,0.0,,In-Club
500098,5,2024-01-10,124,6215.0,1024,2,209.69,0.0,,In-Club
500099,1,2024-01-10,269,6206.0,1137,5,77.45,0.0,,In-Club
500099,2,2024-01-10,269,6206.0,1017,2,161.23,0.0,,Online
500099,3,2024-01-10,269,6206.0,1086,6,194.49,0.0,,In-Club
500099,4,2024-01-10,269,6206.0,1065,6,156.45,0.15,,In-Club
500100,1,2024-01-10,357,6213.0,1153,3,377.6,0.0,,Curbside
500100,2,2024-01-10,357,6213.0,1023,5,95.17,0.1,,In-Club
500100,3,2024-01-10,357,6213.0,1064,2,242.76,0.0,,Curbside
500101,1,2024-01-10,116,6204.0,1147,5,216.17,0.15,,In-Club
500101,2,2024-01-10,116,6204.0,1127,6,274.31,0.1,,In-Club
500102,1,2024-01-10,551,6214.0,1123,5,356.01,0.0,,Online
500102,2,2024-01-10,551,6214.0,1044,2,227.56,0.0,,Curbside
500103,1,2024-01-10,540,6203.0,1024,2,209.69,0.0,,In-Club
500103,2,2024-01-10,540,,1109,4,240.46,0.0,,In-Club
500103,3,2024-01-10,540,6203.0,1146,6,46.19,0.0,,Curbside
500104,1,2024-01-10,396,6215.0,1091,5,8.15,0.2,,Curbside
500104,2,2024-01-10,396,6215.0,1092,5,284.69,0.0,,Online
500104,3,2024-01-10,396,6215.0,1049,6,14.33,0.0,,In-Club
500104,4,2024-01-10,396,6215.0,1116,4,239.68,0.1,,In-Club
500105,1,2024-01-11,310,6216.0,1071,3,136.38,0.1,,Curbside
500105,2,2024-01-11,310,6216.0,1084,1,276.36,0.15,,In-Club
500105,3,2024-01-11,310,6216.0,1041,4,302.17,0.0,,Curbside
500105,4,2024-01-11,310,6216.0,1023,5,95.17,0.15,,Online
500105,5,2024-01-11,310,6216.0,1103,4,215.68,0.2,,In-Club
500106,1,2024-01-11,212,6209.0,1050,5,95.16,0.0,,Online
500106,2,2024-01-11,212,6209.0,1097,5,213.81,0.15,,Online
500106,3,2024-01-11,212,6209.0,1024,6,209.69,0.15,,Online
500106,4,2024-01-11,212,6209.0,1082,6,84.63,0.0,,Online
500106,5,2024-01-11,212,6209.0,1089,3,327.01,0.15,,In-Club
500107,1,2024-01-11,281,6210.0,1015,1,47.38,0.0,,Online
500107,2,2024-01-11,281,6210.0,1056,5,305.22,0.0,,Online
500108,1,2024-01-11,368,6206.0,1023,2,95.17,0.0,,In-Club
500108,2,2024-01-11,368,6206.0,1015,4,47.38,0.0,,In-Club
500108,3,2024-01-11,368,6206.0,1153,1,377.6,0.15,,Online
500108,4,2024-01-11,368,6206.0,1054,2,37.38,0.1,,Curbside
500109,1,2024-01-11,502,6221.0,1122,2,128.7,0.0,,Online
500109,2,2024-01-11,502,6221.0,1043,6,69.64,0.0,,Online
500109,3,2024-01-11,502,6221.0,1109,5,240.46,0.0,,In-Club
500109,4,2024-01-11,502,6221.0,1116,4,239.68,0.1,,In-Club
500110,1,2024-01-11,406,6203.0,1103,4,215.68,0.0,,In-Club
500110,2,2024-01-11,406,6203.0,1082,4,84.63,0.15,,In-Club
500110,3,2024-01-11,406,6203.0,1066,3,282.16,0.0,,In-Club
500110,4,2024-01-11,406,6203.0,1056,6,305.22,0.0,,Online
500110,5,2024-01-11,406,6203.0,1146,6,46.19,0.0,,In-Club
500111,1,2024-01-11,465,6238.0,1123,4,356.01,0.0,,Online
500111,2,2024-01-11,465,6238.0,1147,2,216.17,0.1,,In-Club
500112,1,2024-01-11,372,6206.0,1023,6,95.17,0.0,,Curbside
500112,2,2024-01-11,372,6206.0,1112,4,64.34,0.0,,In-Club
500112,3,2024-01-11,372,6206.0,1147,6,216.17,0.15,,Online
500112,4,2024-01-11,372,6206.0,1029,1,81.79,0.0,,In-Club
500112,5,2024-01-11,372,6206.0,1015,6,47.38,0.0,,In-Club
500113,1,2024-01-12,260,6201.0,1125,4,263.83,0.15,Oklahoma,In-Club
500113,2,2024-01-12,260,6201.0,1023,5,95.17,0.0,,Online
500113,3,2024-01-12,260,6201.0,1119,1,255.14,0.0,,Online
500113,4,2024-01-12,260,6201.0,1035,2,366.43,0.0,,In-Club
500114,1,2024-01-12,34,6237.0,1024,3,209.69,0.0,,Curbside
500114,2,2024-01-12,34,6237.0,1024,2,209.69,0.0,,Online
500114,3,2024-01-12,34,6237.0,1122,5,128.7,0.0,,Curbside
500114,4,2024-01-12,34,6237.0,1109,1,240.46,0.1,,Online
500114,5,2024-01-12,34,6237.0,1086,4,194.49,0.1,,In-Club
500115,1,2024-01-12,282,6222.0,1057,4,28.45,0.0,,In-Club
500115,2,2024-01-12,282,6222.0,1132,6,71.7,0.2,,Online
500115,3,2024-01-12,282,6222.0,1064,5,242.76,0.15,,Online
500115,4,2024-01-12,282,6222.0,1123,3,356.01,0.0,,Curbside
500115,5,2024-01-12,282,6222.0,1071,5,136.38,0.0,,In-Club
500116,1,2024-01-12,185,6215.0,1064,2,242.76,0.0,,In-Club
500116,2,2024-01-12,185,6215.0,1082,2,84.63,0.1,,In-Club
500116,3,2024-01-12,185,6215.0,1053,5,164.61,0.1,,Online
500117,1,2024-01-12,261,6205.0,1114,3,161.3,0.0, OK ,In-Club
500117,2,2024-01-12,261,6205.0,1084,6,276.36,0.0,,In-Club
500117,3,2024-01-12,261,6205.0,1041,3,302.17,0.15,,In-Club
500118,1,2024-01-12,140,6231.0,1138,6,294.05,0.0,,In-Club
500118,2,2024-01-12,140,6231.0,1064,4,242.76,0.15,,Online
500119,1,2024-01-12,324,6236.0,1089,1,327.01,0.0,,Curbside
500119,2,2024-01-12,324,6236.0,1139,3,197.16,0.0,,In-Club
500119,3,2024-01-12,324,6236.0,1105,4,130.35,0.0,,In-Club
500119,4,2024-01-12,324,6236.0,1023,5,95.17,0.0,,Curbside
500119,5,2024-01-12,324,6236.0,1147,6,216.17,0.0,,In-Club
500120,1,2024-01-12,463,6220.0,1108,5,78.9,0.0,,Online
500120,2,2024-01-12,463,6220.0,1056,1,305.22,0.0,,In-Club
500121,1,2024-01-12,195,6222.0,1023,6,95.17,0.15,,Online
500121,2,2024-01-12,195,6222.0,1119,1,255.14,0.1,,In-Club
500121,3,2024-01-12,195,6222.0,1104,6,309.72,0.0,,In-Club
500121,4,2024-01-12,195,6222.0,1089,3,327.01,0.15,,In-Club
500122,1,2024-01-12,479,6203.0,1137,5,77.45,0.1, OK ,Online
500123,1,2024-01-12,215,6221.0,1119,2,255.14,0.0,,Online
500123,2,2024-01-12,215,6221.0,1024,3,209.69,0.0,OK,In-Club
500124,1,2024-01-12,359,6236.0,1053,3,164.61,0.0,,In-Club
500124,2,2024-01-12,359,6236.0,1043,1,69.64,0.0,,In-Club
500124,3,2024-01-12,359,6236.0,1114,1,161.3,0.0,,In-Club
500125,1,2024-01-12,437,6226.0,1015,6,47.38,0.0,,Online
500125,2,2024-01-12,437,6226.0,1092,5,284.69,0.0,,Online
